code,freq_finngen,freq_total
74338,15,15
74502,15,15
74910,15,15
75820,15,15
78540,15,15
81231,15,15
81510,15,15
82003,15,15
83410,15,15
86121,15,15
88510,15,15
89500,15,15
94110,15,15
94500,15,15
94820,15,15
99300,15,15
E8270,15,15
E8559,15,15
E9449,15,15
Y4999,15,15
00599,14,14
01106,14,14
07007,14,14
09888,14,14
13608,14,14
15199,14,14
15331,14,14
19100,14,14
21000,14,14
21302,14,14
21601,14,14
22200,14,14
24010,14,14
27201,14,14
27908,14,14
29588,14,14
30060,14,14
30560,14,14
30580,14,14
34209,14,14
37711,14,14
37811,14,14
38410,14,14
40100,14,14
44388,14,14
45003,14,14
46102,14,14
46208,14,14
46403,14,14
48210,14,14
48599,14,14
50409,14,14
50805,14,14
53507,14,14
56601,14,14
56901,14,14
59300,14,14
61592,14,14
62320,14,14
62601,14,14
63909,14,14
65486,14,14
65494,14,14
65693,14,14
66189,14,14
68010,14,14
68020,14,14
68090,14,14
68308,14,14
69250,14,14
70119,14,14
72228,14,14
73310,14,14
73802,14,14
74868,14,14
75388,14,14
75402,14,14
77710,14,14
78600,14,14
78602,14,14
78630,14,14
79314,14,14
80291,14,14
80790,14,14
81210,14,14
81331,14,14
82012,14,14
83102,14,14
83202,14,14
87400,14,14
89300,14,14
94200,14,14
94390,14,14
94430,14,14
97884,14,14
97910,14,14
98299,14,14
E8279,14,14
E9869,14,14
Y,14,14
00430,13,13
01109,13,13
12730,13,13
22012,13,13
25599,13,13
26500,13,13
30420,13,13
35201,13,13
35608,13,13
36508,13,13
37810,13,13
37870,13,13
37919,13,13
39099,13,13
43100,13,13
44209,13,13
44498,13,13
45000,13,13
45708,13,13
48500,13,13
52299,13,13
52798,13,13
54009,13,13
54201,13,13
59408,13,13
60402,13,13
62208,13,13
62219,13,13
62973,13,13
63008,13,13
65146,13,13
65201,13,13
65401,13,13
65596,13,13
65695,13,13
72300,13,13
72840,13,13
74209,13,13
74500,13,13
75260,13,13
75349,13,13
75364,13,13
75500,13,13
78049,13,13
78100,13,13
78139,13,13
78820,13,13
80563,13,13
80664,13,13
81291,13,13
82092,13,13
84410,13,13
85110,13,13
87510,13,13
88490,13,13
90400,13,13
93800,13,13
94100,13,13
94330,13,13
94400,13,13
94700,13,13
94920,13,13
96500,13,13
97398,13,13
98100,13,13
98328,13,13
99999,13,13
E8268,13,13
E9231,13,13
E9250,13,13
E9589,13,13
Y5999,13,13
Y7009,13,13
00900,12,12
03990,12,12
14011,12,12
17131,12,12
21139,12,12
22388,12,12
23208,12,12
23211,12,12
23223,12,12
25311,12,12
25502,12,12
28390,12,12
29399,12,12
30998,12,12
32010,12,12
34304,12,12
34600,12,12
35202,12,12
37603,12,12
37812,12,12
39197,12,12
41499,12,12
42309,12,12
43009,12,12
43499,12,12
45099,12,12
45299,12,12
45590,12,12
45898,12,12
47009,12,12
50302,12,12
50600,12,12
51009,12,12
52650,12,12
55000,12,12
56101,12,12
57606,12,12
62001,12,12
62500,12,12
63398,12,12
65584,12,12
65692,12,12
67808,12,12
68301,12,12
69800,12,12
69840,12,12
71100,12,12
72039,12,12
73999,12,12
74399,12,12
75320,12,12
75600,12,12
75980,12,12
78352,12,12
79600,12,12
80643,12,12
83000,12,12
83611,12,12
87386,12,12
87600,12,12
88700,12,12
88710,12,12
91610,12,12
91710,12,12
94580,12,12
94690,12,12
94790,12,12
94900,12,12
95410,12,12
98318,12,12
E8999,12,12
E9232,12,12
Y6090,12,12
00210,11,11
03397,11,11
05406,11,11
05797,11,11
07206,11,11
11100,11,11
15301,11,11
21135,11,11
21250,11,11
21300,11,11
22300,11,11
23033,11,11
23227,11,11
24499,11,11
25319,11,11
30640,11,11
30999,11,11
36109,11,11
36308,11,11
36503,11,11
37409,11,11
37514,11,11
37599,11,11
37702,11,11
38801,11,11
39199,11,11
39409,11,11
41200,11,11
42000,11,11
43290,11,11
44010,11,11
44110,11,11
44638,11,11
45002,11,11
45009,11,11
45300,11,11
46009,11,11
46499,11,11
49303,11,11
49320,11,11
49399,11,11
52600,11,11
53101,11,11
54599,11,11
57406,11,11
61594,11,11
62802,11,11
63002,11,11
63009,11,11
63120,11,11
63130,11,11
64360,11,11
65708,11,11
65716,11,11
66090,11,11
68102,11,11
69400,11,11
70590,11,11
72710,11,11
72809,11,11
74799,11,11
75609,11,11
75730,11,11
75899,11,11
78321,11,11
78710,11,11
80592,11,11
83691,11,11
83700,11,11
84501,11,11
86310,11,11
88090,11,11
89400,11,11
90600,11,11
91690,11,11
93200,11,11
94290,11,11
94590,11,11
96300,11,11
97620,11,11
98320,11,11
98798,11,11
98820,11,11
99840,11,11
E4300,11,11
E8909,11,11
E8989,11,11
E9218,11,11
E9238,11,11
05407,10,10
13099,10,10
13100,10,10
18220,10,10
19101,10,10
19107,10,10
21301,10,10
22405,10,10
23000,10,10
23229,10,10
23730,10,10
25003,10,10
25508,10,10
27399,10,10
28698,10,10
29130,10,10
30500,10,10
32200,10,10
33030,10,10
34531,10,10
36803,10,10
37400,10,10
37861,10,10
38101,10,10
39604,10,10
40020,10,10
43800,10,10
48600,10,10
48699,10,10
50804,10,10
51110,10,10
52240,10,10
52999,10,10
53500,10,10
53698,10,10
54300,10,10
56702,10,10
57502,10,10
57607,10,10
59601,10,10
62971,10,10
62972,10,10
63003,10,10
64299,10,10
65070,10,10
65407,10,10
65588,10,10
65712,10,10
66181,10,10
67002,10,10
67700,10,10
68080,10,10
68109,10,10
68400,10,10
73899,10,10
74328,10,10
74840,10,10
74860,10,10
75399,10,10
75631,10,10
77898,10,10
78119,10,10
78360,10,10
78819,10,10
80542,10,10
80890,10,10
81010,10,10
82091,10,10
87003,10,10
87012,10,10
87321,10,10
87390,10,10
89390,10,10
95091,10,10
96099,10,10
97700,10,10
97880,10,10
99110,10,10
99700,10,10
99890,10,10
E9459,10,10
E9689,10,10
Y1203,10,10
00307,9,9
00910,9,9
01701,9,9
03300,9,9
03610,9,9
05307,9,9
06099,9,9
09120,9,9
11199,9,9
14201,9,9
19109,9,9
21030,9,9
21070,9,9
21121,9,9
22111,9,9
23030,9,9
23203,9,9
23210,9,9
23721,9,9
24399,9,9
24699,9,9
28711,9,9
30200,9,9
30470,9,9
34601,9,9
35601,9,9
36394,9,9
37513,9,9
37820,9,9
38300,9,9
38710,9,9
39402,9,9
46000,9,9
52298,9,9
52799,9,9
52899,9,9
53399,9,9
53602,9,9
56219,9,9
56490,9,9
57420,9,9
57499,9,9
58299,9,9
59002,9,9
61302,9,9
62091,9,9
62510,9,9
62930,9,9
62961,9,9
62993,9,9
64210,9,9
64500,9,9
65040,9,9
65600,9,9
66176,9,9
68030,9,9
68040,9,9
70115,9,9
71102,9,9
72298,9,9
73500,9,9
74912,9,9
75511,9,9
76240,9,9
78553,9,9
78558,9,9
79610,9,9
80099,9,9
81393,9,9
81710,9,9
81900,9,9
83490,9,9
83601,9,9
85210,9,9
87910,9,9
88420,9,9
9,9,9
94020,9,9
94190,9,9
94930,9,9
95090,9,9
95310,9,9
97109,9,9
98609,9,9
98790,9,9
E8195,9,9
E8380,9,9
E9129,9,9
E9170,9,9
E9429,9,9
E9859,9,9
Y0430,9,9
Y3439,9,9
Y4208,9,9
Y8859,9,9
00396,8,8
00597,8,8
01608,8,8
03399,8,8
03991,8,8
04301,8,8
07810,8,8
09922,8,8
09990,8,8
12700,8,8
13299,8,8
17371,8,8
21099,8,8
21910,8,8
22000,8,8
22011,8,8
22288,8,8
23200,8,8
23700,8,8
23801,8,8
25099,8,8
25691,8,8
27380,8,8
28798,8,8
29590,8,8
30080,8,8
34100,8,8
36609,8,8
36809,8,8
37939,8,8
39509,8,8
41400,8,8
44302,8,8
45891,8,8
45999,8,8
46999,8,8
47309,8,8
48230,8,8
50399,8,8
52730,8,8
53191,8,8
53610,8,8
56091,8,8
56700,8,8
56905,8,8
59020,8,8
59800,8,8
60099,8,8
62803,8,8
62994,8,8
63608,8,8
64000,8,8
64092,8,8
64390,8,8
64391,8,8
64397,8,8
65080,8,8
65301,8,8
65707,8,8
66000,8,8
66010,8,8
66101,8,8
66108,8,8
66188,8,8
68798,8,8
69091,8,8
70905,8,8
72490,8,8
72799,8,8
72860,8,8
72910,8,8
73499,8,8
74669,8,8
74769,8,8
75319,8,8
76110,8,8
77640,8,8
78541,8,8
78700,8,8
79311,8,8
80222,8,8
80531,8,8
83890,8,8
83952,8,8
89600,8,8
89700,8,8
90500,8,8
90700,8,8
91090,8,8
91300,8,8
94230,8,8
97220,8,8
97720,8,8
97840,8,8
98110,8,8
E8071,8,8
E9259,8,8
E9559,8,8
Y0298,8,8
Y6000,8,8
Y6599,8,8
Y6699,8,8
00299,7,7
00799,7,7
04699,7,7
07003,7,7
07980,7,7
09920,7,7
21199,7,7
21299,7,7
21305,7,7
21500,7,7
23224,7,7
23226,7,7
25006,7,7
25699,7,7
30400,7,7
31509,7,7
35609,7,7
36209,7,7
37871,7,7
38809,7,7
39503,7,7
41007,7,7
42008,7,7
42499,7,7
42609,7,7
42710,7,7
43198,7,7
43292,7,7
44099,7,7
47399,7,7
47499,7,7
50703,7,7
50705,7,7
50799,7,7
52260,7,7
52330,7,7
52411,7,7
52510,7,7
52598,7,7
52830,7,7
53599,7,7
56900,7,7
57601,7,7
59202,7,7
62140,7,7
62552,7,7
62805,7,7
63410,7,7
64393,7,7
65207,7,7
65386,7,7
65581,7,7
65711,7,7
65746,7,7
65900,7,7
66104,7,7
66183,7,7
67099,7,7
67802,7,7
68088,7,7
68610,7,7
69220,7,7
69530,7,7
69621,7,7
69820,7,7
71008,7,7
71320,7,7
72808,7,7
74759,7,7
75608,7,7
78230,7,7
78430,7,7
79100,7,7
79319,7,7
79380,7,7
81700,7,7
82093,7,7
82710,7,7
83303,7,7
86301,7,7
87210,7,7
87331,7,7
87374,7,7
95800,7,7
96050,7,7
96420,7,7
97298,7,7
97399,7,7
98608,7,7
98939,7,7
98941,7,7
99200,7,7
99400,7,7
E6099,7,7
E8251,7,7
E8259,7,7
E8979,7,7
E9210,7,7
E9879,7,7
Y4303,7,7
Y7100,7,7
00199,6,6
00410,6,6
04500,6,6
05409,6,6
07940,6,6
09806,6,6
09909,6,6
20293,6,6
21160,6,6
21400,6,6
22210,6,6
23199,6,6
23760,6,6
25600,6,6
27358,6,6
28099,6,6
29350,6,6
36202,6,6
36900,6,6
38109,6,6
40010,6,6
40191,6,6
42409,6,6
43700,6,6
44599,6,6
44809,6,6
45491,6,6
48009,6,6
49330,6,6
50899,6,6
50999,6,6
52300,6,6
52398,6,6
55310,6,6
56218,6,6
56701,6,6
57410,6,6
58499,6,6
59204,6,6
59708,6,6
61599,6,6
62599,6,6
62900,6,6
62920,6,6
62940,6,6
62960,6,6
62999,6,6
63101,6,6
63140,6,6
63902,6,6
64398,6,6
65202,6,6
65204,6,6
65307,6,6
65402,6,6
65410,6,6
65594,6,6
65699,6,6
65715,6,6
65820,6,6
66137,6,6
66174,6,6
66177,6,6
66182,6,6
66190,6,6
68108,6,6
68220,6,6
68692,6,6
69000,6,6
69300,6,6
70305,6,6
70402,6,6
71399,6,6
71492,6,6
72030,6,6
73110,6,6
73700,6,6
75259,6,6
76200,6,6
78030,6,6
78169,6,6
78555,6,6
78660,6,6
78860,6,6
79381,6,6
80693,6,6
85400,6,6
86011,6,6
87700,6,6
87972,6,6
90100,6,6
91010,6,6
91490,6,6
91790,6,6
94600,6,6
95400,6,6
96030,6,6
98198,6,6
98950,6,6
99600,6,6
E8070,6,6
E8278,6,6
E9099,6,6
E9239,6,6
Y0409,6,6
Y0600,6,6
Y8879,6,6
