CodeId;Abbreviation;ShortName;LongName;ParentId;HierarchyLevel;BeginningDate;ExpiringDate;LastModifiedDate;LastModifiedBy;Status;Description;OID;CreatedDate;A:Alakomponentti (icpc);ALONG:Anm.;ALONG:Ensisijainen ICD-10;ALONG:Exkluderar;A:Harkitse (icpc);ALONG:Huom.;ALONG:ICD-10;ALONG:Inkluderar;A:Komponent (icpc);A:Komponentti (icpc);ALONG:Kriteerit (icpc);ALONG:Kriterier (icpc);A:Lehtisolmu;A:Långt_namn;ALONG:Mukaan lukien;ALONG:Pois lukien;A:Subkomponent (icpc);A:Sukupuoli;A:Överväg (icpc);ALONG:Consider_EN;ALONG:Criteria_EN;ALONG:Exclusion_EN;ALONG:Inclusion_EN;A:Long_name;A:Päivystysapu116117
U64;Virtsaelimet, Hoidonantaja käynnistänyt;Virtsaelimet, Hoidonantaja käynnistänyt;Virtsaelimet, Hoidonantajan käynnistämä tapahtuma;U;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2427;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Urinorganen, Besök/problem initierat av vårdgivaren;;;;;;;;;;;
U65;Virtsaelimet, Muu henkilö käynnistänyt;Virtsaelimet, Muu henkilö käynnistänyt;Virtsaelimet, Muun henkilön käynnistämä tapahtuma;U;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2428;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Urinorganen, Besök/problem initierat av annan än patienten eller vårdgivaren;;;;;;;;;;;
U66;Virtsaelimet, Lähete pth;Virtsaelimet, Lähete pth;Virtsaelimet,Lähete muulle perusterveydenhuollon ammattihenkilölle;U;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2429;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Urinorganen, Remiss till annan vårdgivare/skötare/terapeut/socialarbetare;;;;;;;;;;;
U67;Virtsaelimet, Lähete esh/sairaala;Virtsaelimet, Lähete esh/sairaala;Virtsaelimet, Lähete erikoislääkärille/sairaalaan;U;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2430;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Urinorganen, Remiss till läkare /specialist /poliklinik /sjukhus/specialsjukvård;;;;;;;;;;;
U68;Virtsaelimet, Muu lähete;Virtsaelimet, Muu lähete;Virtsaelimet, Muu lähete;U;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2431;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Urinorganen, Annan remiss UNS;;;;;;;;;;;
U69;Virtsaelimet, Muualla luokittelematon;Virtsaelimet, Muualla luokittelematon;Virtsaelimet, Muu käynnin syy;U;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2432;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Urinorganen, Annan orsak för kontakt UNS;;;;;;;;;;;
U70;Pyelonefriitti/munuaisaltaan tulehdus;Pyelonefriitti/munuaisaltaan tulehdus;Pyelonefriitti/munuaisaltaan tulehdus;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2433;04.02.2008;Infektiot;;N10;;Virtsarakontulehdus / muu virtsatietulehdus U71;;N10,N11.0,N11.1,N11.8,N11.9,N12,N15.1,N15.9;njurinfektion./pyelit./renal/ perirenal abscess;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) kaksi seuraavista: kylkikipu, munuaisarkuus, todettu krooninen munuaisvika sekä (2) kliiininen tai laboratoriokokein todettu virtsatietulehdus;(1) två av följande: smärta i sidan, ömhet över njurarna, undersökningsevidens för kronisk njurskada, dessutom (2) klinisk eller laboratorieevidens för urinvägsinfektion;T;Pyelonefrit/njurbäckeninflammation;munuais-,munuaisseudun paise./munuaistulehdus;;Infektioner;;Blåskatarr/cystit/annan urinvägsinfektion U71;cystitis/other urinary infection U71;two of the following: flank pain, renal tenderness, investigation evidence of chronic renal damage, plus clinical or laboratory evidence of urinary tract infection;;infection of kidney, renal/perinephric abscess;Pyelonephritis/pyelitis;
U71;Virtsarakontulehdus / muu virtsatietulehdus;Virtsarakontulehdus / muu virtsatietulehdus;Virtsarakontulehdus / muu virtsatietulehdus;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2434;04.02.2008;Infektiot;under graviditet koda också W84;N30.9;pyelonefrit U70./uretrit U72./vaginit X84./balanit Y75;;Koodaa raskauden aikana myös W84.;N30.0,N30.1#,N30.2#,N30.3#,N30.4,N30.8#,N30.9,N39.0;akut/ kroniskt cystit (icke venerisk)./asymptomatisk bakteriuri./nedre urinvägsinfektion./urinvägsinfektion UNS;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Blåskatarr/cystit/annan urinvägsinfektion;akuutti/krooninen rakkotulehdus (ei sukupuolitauti)./alempien virtsateiden tulehdus./kystiitti./muualla luokittelematon virtsatietulehdus./oireeton bakteerivirtsaisuus;munuaisaltaantulehdus U70./ virtsaputkentulehdus U72./ emätintulehdus X84./ esinahantulehdus Y75;Infektioner;;;;;pyelonephritis U70, urethritis U72, vaginitis X84, balanitis Y75;acute/chronic cystitis (non-venereal), asymptomatic bacteriuria, lower urinary tract infection, urinary tract infection NOS;Cystitis/urinary infection other;T
U72;Virtsaputkentulehdus;Virtsaputkentulehdus;Virtsaputkentulehdus;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2435;04.02.2008;Infektiot;;N34.2;gonocockuretrit hos kvinna X71./trichomonasuretrith hos kvinna X72./gonokockuretrit hos man Y71;Kipu virtsatessa U01, Tihentynyt virtsaamistarve U02, Rakkoon liittyvä oire/vaiva, muu U13, Muu naisen sukuelinoire X29, Vuoto virtsaputkesta Y03;;A56.0,A56.2,B37.4,B37.4+N37.0,N34.0,N34.1,N34.2,N34.3,N37.0*B37.4;klamydiauretrit./nonspecifik uretrit./uretrasyndrom./meatit;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) erite virtsaputkesta ja tihentynyt, polttava, kivulias tai pakottava virtsaaminen ilman mikroskoopilla tai viljelyssä todettuja bakteereja virtsassa tai (2) virtsa-aukon inflammaatio;(1) utsöndring från uretra med täta trängningar, sveda, smärta eller brådska vid urineringen utan bakteriuri vid mikroskopi elle odling, eller (2) inflammation av yttre mynningen av uretra;T;Uretrit;klamydian aiheuttama virtsaputkentulehdus./määrittelemätön virtsaputkentulehdus./virtsa-aukon tulehdus./virtsaputkioireyhtymä;naisen virtsaputken tippuri X71./ naisen trikomonas X73./ miehen virtsaputken tippuri Y71;Infektioner;;Smärta vid urinering/dysuri U01, Täta urinträngningar/pollakisuri U02, Urinblåsesymptom/ besvär, annat U13, Kvinnliga könsorgan symptom/besvär, annat X29, Flytning från penis/urinrör Y03;painful urination U01, frequent/urgent urination U02, irritable bladder U13, urethral discharge X29, urethral discharge Y03;urethral discharge with frequency, burning, pain or urgency on urination without bacteriuria by microscopy or culture, or inflammation of external urinary meatus;gonococcal urethritis female X71, urethritis trichomonal female X73, urethritis chlamydial female X92, gonococcal urethritis male Y71;chlamydial urethritis in man, meatitis, nonspecific urethritis, urethral syndrome;Urethritis;
U75;Pahanlaatuinen kasvain, munuaisen;Pahanlaatuinen kasvain, munuaisen;Pahanlaatuinen kasvain, munuaisen;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2436;04.02.2008;Kasvaimet;;C64.88&;;Hyvänlaatuinen/määrittämätön kasvain, miehen sukuelinten Y79;;C64.80&,C64.88&,C65;;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;tyypillinen kudosnäyte;karakteristiskt histologiskt utseende;T;Malign njurtumör;;;Tumörer;;Benign tumör i manliga könsorgan Y79;neoplasm urinary tract NOS U79;characteristic histologic appearance;;;Malignant neoplasm of kidney;
U76;Pahanlaatuinen kasvain, virtsarakon;Pahanlaatuinen kasvain, virtsarakon;Pahanlaatuinen kasvain, virtsarakon;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2437;04.02.2008;Kasvaimet;;C67.9&;;Hyvänlaatuinen/määrittämätön kasvain, miehen sukuelinten Y79;;C67.0&,C67.1&,C67.2&,C67.3&,C67.4&,C67.5&,C67.6&,C67.7&,C67.8&,C67.9&;;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;tyypillinen kudosnäyte;karakteristiskt histologiskt utseende;T;Malign blåstumör;;;Tumörer;;Benign tumör i manliga könsorgan Y79;neoplasm urinary tract NOS U79;characteristic histologic appearance;;;Malignant neoplasm of bladder;
U77;Pahanlaatuinen kasvain, virtsaelimistön, muu;Pahanlaatuinen kasvain, virtsaelimistön, muu;Pahanlaatuinen kasvain, virtsaelimistön, muu;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2438;04.02.2008;Kasvaimet;;C68.9&;malignt neoplasm i protata Y77;Hyvänlaatuinen/määrittämätön kasvain, miehen sukuelinten Y79;;C66,C68.0&,C68.1&,C68.8&,C68.9&;malignt neoplasm i urinledaren/uretär./malignt neoplasm i urinröret/uretra;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;tyypillinen kudosnäyte;karakteristiskt histologiskt utseende;T;Annan malign tumör i urinvägarna;virtsanjohtimen pahanlaatuinen kasvain./virtsaputken pahanlaatuinen kasvain;eturauhasen pahanlaatuinen kasvain Y77;Tumörer;;Benign tumör i manliga könsorgan Y79;neoplasm urinary tract NOS U79;characteristic histologic appearance;malignant neoplasm prostate Y77;malignant neoplasm ureter, malignant neoplasm urethra;Malignant neoplasm urinary tract other;
U78;Hyvänlaatuinen kasvain, virtsateiden;Hyvänlaatuinen kasvain, virtsateiden;Hyvänlaatuinen kasvain, virtsateiden;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2439;04.02.2008;Kasvaimet;;D30.9&;prostatahypertrofi Y85;Hyvänlaatuinen/määrittämätön kasvain, miehen sukuelinten Y79;;D30.0&,D30.1&,D30.2&,D30.3&,D30.4&,D30.7&,D30.9&;blåspapillom./polyp i urinvägarna;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;tyypillinen kudosnäyte;karakteristiskt histologiskt utseende;T;Benign tumör i urinvägarna;virtsarakon papilloma./virtsateiden polyyppi;eturauhasen liikakasvu Y85;Tumörer;;Benign tumör i manliga könsorgan Y79;neoplasm urinary tract NOS U79;characteristic histologic appearance;prostatic hypertrophy Y85;bladder papilloma, polyp of urinary tract;Benign neoplasm urinary tract;
U79;Kasvain, virtsateiden, määrittämätön;Kasvain, virtsateiden, määrittämätön;Kasvain, virtsateiden, määrittämätön;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2440;04.02.2008;Kasvaimet;;D41.9&;histologiskt påvisade tumörer i urinvägarna U75./U76./U77./U78;;;D09.0&,D09.1&,D41.0&,D41.1&,D41.2&,D41.3&,D41.4&,D41.7&,D41.9&;neoplasm i blåsa/ njure/uretär/ uretra;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Tumör i urinvägarna UNS;munuaisen/virtsanjohtimen/virtsaputken/virtsarakon kasvain;kudosnäytteellä todistetut virtsateiden kasvaimet U75./U76./U77./U78;Tumörer;;;;;malignant neoplasm kidney U75, malignant neoplasm bladder U76, other malignant urinary neoplasm U77, benign urinary neoplasm U78;neoplasm of bladder/kidney/ureter/urethra not specified as benign or malignant/when histology is not available;Neoplasm urinary tract unspecified;
U80;Virtsateiden vamma;Virtsateiden vamma;Virtsateiden vamma;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2441;04.02.2008;Vammat;;S37.3;;;;S37.0,S37.1,S37.2,S37.3,T19.0,T19.1,T28.3,T28.8;njurkontusion./främmande kropp i urinvägarna;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Skada på urinorgan;munuaisruhje./vierasesine virtsateissä;;Skador;;;;;;contusion kidney, foreign body in urinary tract;Injury urinary tract;
U85;Synnynnäinen epämuodostuma, virtsateiden;Synnynnäinen epämuodostuma, virtsateiden;Synnynnäinen epämuodostuma, virtsateiden;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2442;04.02.2008;Synnynnäiset epämuodostumat;;Q64.9;;;;Q60.0,Q60.1,Q60.2,Q60.3,Q60.4,Q60.5,Q60.6,Q61.0,Q61.1,Q61.2,Q61.3,Q61.4,Q61.40,Q61.41,Q61.48,Q61.5,Q61.8,Q61.90,Q61.99,Q62.0,Q62.1,Q62.10,Q62.11,Q62.12,Q62.13,Q62.18,Q62.2,Q62.3,Q62.4,Q62.5,Q62.6,Q62.7,Q62.8,Q63.0,Q63.1,Q63.2,Q63.3,Q63.81,Q63.82,Q63.88,Q63.9,Q64.0,Q64.1,Q64.2,Q64.3,Q64.30,Q64.31,Q64.32,Q64.33,Q64.34,Q64.38,Q64.4,Q64.5,Q64.6,Q64.7,Q64.71,Q64.72,Q64.73,Q64.74,Q64.75,Q64.76,Q64.78,Q64.8,Q64.9;accessorisk njure/ uretär./kongenital polycystisk njure;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Medfödd missbildning i urinvägarna;kaksoismunuainen./kaksoisvirtsanjohdin./synnynnäinen monirakkulainen munuainen;;Medfödda misbildningar;;;;;;congenital polycystic kidney, duplex kidney/ureter;Congenital anomaly urinary tract;
U88;Munuaiskerästulehdus, glomerulonefriitti/nefroosi;Munuaiskerästulehdus, glomerulonefriitti/nefroosi;Munuaiskerästulehdus, glomerulonefriitti/nefroosi;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2443;04.02.2008;Muut sairaudet;;N03.9#;njursvikt U99;Poikkeava virtsalöydös, määrittämätön U98, Munuaiseen liittyvä oire/vaiva U14;;A02.2+N16.0,A23.9+N16.0,A36.8+N16.0,A40.9+N08.0,A41.9+N08.0,A52.79+N08.0,B26.8+N08.0,B52.0+N08.0,B58.8+N16.0,B65.9+N08.0,B78.9+N08.0,C88.0+N08.1,C90.0+N08.1,C90.0+N16.1,D57.8+N08.2,D59.3+N08.2,D65+N08.2,D69.0+N08.2,D86.8+N16.2,D89.1+N08.2,D89.1+N16.2,D89.80+N08.2,D89.82+N08.2,E10.2+N08.39,E11.2+N08.39,E72.0+N16.3,E74.0+N16.3,E75.2+N08.4,E78.6+N08.4,E83.0+N16.3,E83.50+N16.3,E85.80+N08.4,E85.9+N08.4,I33.0+N08.8,M10.0+N16.3,M10.9+N16.3,M30.0+N08.5,M31.0+N08.5,M31.1+N08.5,M31.3+N08.5,M32.1+N08.5,M32.1+N16.4,M35.0+N16.4,N00.0#,N00.1#,N00.2#,N00.3#,N00.4#,N00.5#,N00.6#,N00.7#,N00.8#,N00.9#,N01.0#,N01.1#,N01.2#,N01.3#,N01.4#,N01.5#,N01.6#,N01.7#,N01.8#,N01.9#,N03.0#,N03.1#,N03.2#,N03.3#,N03.4#,N03.5#,N03.6#,N03.7#,N03.8#,N03.9#,N04.0#,N04.1#,N04.2#,N04.3#,N04.4#,N04.5#,N04.6#,N04.7#,N04.80,N04.9,N05.0#,N05.1#,N05.2#,N05.3#,N05.4#,N05.5#,N05.6#,N05.7#,N05.8#,N05.9#,N07.0#,N07.1#,N07.2#,N07.3#,N07.4#,N07.5#,N07.6#,N07.7#,N07.8#,N07.9#,N08.0*,N08.0*A40.9,N08.0*A41.9,N08.0*A52.79,N08.0*B26.8,N08.0*B52.0,N08.0*B65.9,N08.0*B78.9,N08.1*,N08.1*C88.0,N08.1*C90.0,N08.2*,N08.2*D57.8,N08.2*D59.3,N08.2*D65,N08.2*D69.0,N08.2*D89.1,N08.2*D89.80,N08.2*D89.82,N08.3*,N08.30*,N08.31*,N08.32*,N08.39*,N08.39*E10.2,N08.39*E11.2,N08.4*,N08.4*E75.2,N08.4*E78.6,N08.4*E85.80,N08.4*E85.9,N08.5*,N08.5*M30.0,N08.5*M31.0,N08.5*M31.1,N08.5*M31.3,N08.5*M31.7,N08.5*M32.1,N08.8*,N14.0#,N14.1#,N14.2#,N14.3#,N14.4#,N15.0,N15.8,N16.0*,N16.0*A02.2,N16.0*A23.9,N16.0*A36.8,N16.0*B58.8,N16.1*,N16.1*C90.0,N16.2*,N16.2*D86.8,N16.2*D89.1,N16.3*,N16.3*E72.0,N16.3*E74.0,N16.3*E83.0,N16.3*E83.50,N16.3*M10.0,N16.3*M10.9,N16.4*,N16.4*M32.1,N16.4*M35.0,N16.5*,N16.5*T86.9,N16.8*,T86.9+N16.5;akut glomerulonefrit./nefropati till följd av analgetikabruk./kronisk glomerulonefrit./nefrit./nefropati./nefroskleros./nefrotiskt syndrom;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) vähintään kolme seuraavista: verivirtsaisuus, valkuaisvirtsaisuus, munuaisperäinen suolan ja veden kerääntyminen, alentunut munuaisten toiminta, pysyvä epänormaali virtsalöydös tai (2) munuaisbiopsialöydös;(1) tre eller flera av följande: hematuri, proteinuri, njurretention av salt och vatten, minskad njurfunktion, ihållande avvikande fynd i urinsediment, eller (2) evidens genom njurbiopsi;T;Glomerulonefrit / nefros;akuutti munuaiskerästulehdus./krooninen munuaiskerästulehdus./kutistusmunuainen./munuaissairaus./munuaissairaus särkylääkkeistä./munuaistulehdus./nefroottinen oireyhtymä./rappiomunuaistauti;munuaisvika U99;Andra sjukdomar/diagnoser;;Avvikande urinprov UNS U98;kidney symptom/complaint U14, abnormal urine test result U98;three or more of the following: hematuria, proteinuria, renal salt and water retention, decreased renal function, persistent urinary sediment abnormalities, or renal biopsy evidence;renal failure U99;acute glomerulonephritis, analgesic nephropathy, chronic glomerulo-nephritis, nephritis, nephropathy, nephrosclerosis, nephrotic syndrome;Glomerulonephritis/nephrosis;
U90;Asentoon liittyvä valkuaisvirtsaisuus;Asentoon liittyvä valkuaisvirtsaisuus;Asentoon liittyvä valkuaisvirtsaisuus;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2444;04.02.2008;Muut sairaudet;;N39.2;;Poikkeava virtsalöydös, määrittämätön U98;;N39.2;postural proteinuri;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;liikkumisen jälkeen ilmenevä valkuaisvirtsaisuus, ei valkuaisvirtsaisuutta yön yli makaamisen jälkeen eikä osoitettua munuaissairautta;albuminuri som uppträder efter gående, ingen albuminuri efter liggande över natten och ingen evidens för njursjukdom;T;Ortostatisk albuminuri;ortostaattinen valkuaisvirtsaisuus;;Andra sjukdomar/diagnoser;;Avvikande urinprov UNS U98;proteinuria NOS U98;albuminuria following ambulation, no albuminuria following overnight recumbency and no evidence of renal disease;;postural proteinuria;Orthostatic albuminuria/proteinuria;
U95;Virtsatiekivi;Virtsatiekivi;Virtsatiekivi;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2445;04.02.2008;Muut sairaudet;;N20.9;;Verivirtsaisuus U06, Munuaiseen liittyvä oire/vaiva U14, Muu virtsaelinten vaiva/oire U29, Poikkeava virtsalöydös, määrittämätön U98;;B65.9+N22.0,N20.0,N20.1,N20.2,N20.9,N21.0,N21.1,N21.8,N21.9,N22.0*,N22.0*B65.9,N22.8*;förkalkning/ sten i blåsan/njure/ uretär/ urolithiasis;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) koliikkimainen kipu ja joko verivirtsaisuus tai aikaisempi virtsatiekivi tai (2) poistunut kivi tai (3) kuvantamisella osoitettu kivi;(1) kolikartad smärta samt antingen hematuri eller anamnes av tidigare njursten, eller (2) passerande av konkrement i urinen, eller (3) radiografisk evidens för konkrement;T;Sten i urinvägarna;kalkkeuma/kivi munuaisessa/virtsanjohtimessa/virtsarakossa;;Andra sjukdomar/diagnoser;;Blod i urinen U06, Njursymptom/ -besvär U14, Urinorgansymptom / -besvär, annat U29, Avvikande urinprov UNS U98;blood in urine U06, renal colic U14, other urinary symptom U29, abnormal urine test U98;colicky pain and either haematuria or history of urinary stone in the past, or passage of calculus, or imaging evidence of calculus;;calculus/stone in bladder/kidney/ureter, urolithiasis;Urinary calculus;
U98;Poikkeava virtsalöydös, määrittämätön;Poikkeava virtsalöydös, määrittämätön;Poikkeava virtsalöydös, määrittämätön;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2446;04.02.2008;Muut sairaudet;;R82.9;hematuri/blod i urinen U06./ortostatisk albuminuri/proteinuri U90;;;N39.1,R80,R81,R82.0,R82.1,R82.2,R82.3,R82.4,R82.5,R82.6,R82.7,R82.8,R82.9;glyksosuri./proteinuri./pyuri./var i urinen;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Avvikande urinprov UNS;märkävirtsaisuus./sokerivirtsaisuus./valkosoluja virtsassa valkuaisvirtsaisuus;verivirtsaisuus / verta virtsassa U06./ liikkumiseen liittyvä valkuaisvirtsaisuus / albuminuria U90;Andra sjukdomar/diagnoser;;;;;haematuria/blood in urine U06, orthostatic albuminuria/proteinuria U90;glycosuria, proteinuria, pus in urine, pyuria;Abnormal urine test NOS;
U99;Muu virtsateiden sairaus;Muu virtsateiden sairaus;Muu virtsateiden sairaus;U;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2447;04.02.2008;Muut sairaudet;;N39.9;;;;A18.1+N29.1,A18.1+N33.0,A52.79+N29.0,B37.4+N37.0,B65.9+N22.0,B65.9+N29.1,B65.9+N33.8,E72.0+N16.3,E83.50+N16.3,E85.9+N08.4,M90.8*N25.0,N06.0#,N06.1#,N06.2#,N06.3#,N06.4#,N06.5#,N06.6#,N06.7#,N06.8#,N06.9#,N08.4*E85.9,N13.0,N13.1,N13.2,N13.3,N13.4,N13.5,N13.6,N13.7,N13.8,N13.9,N16.3*E72.0,N16.3*E83.50,N17.0,N17.1,N17.2,N17.8,N17.9,N18.0,N18.8,N18.9,N19,N22.0*B65.9,N25.0,N25.0+M90.8,N25.1,N25.8,N25.9,N26,N27.0,N27.1,N27.9,N28.0,N28.1,N28.8,N28.9,N29.0*,N29.0*A52.79,N29.1*,N29.1*A18.1,N29.1*B65.9,N29.8*,N31.0,N31.1,N31.2,N31.8,N31.9,N32.0,N32.1,N32.2,N32.3,N32.4,N32.80,N32.81,N32.82,N32.83,N32.89,N32.9,N33.0*,N33.0*A18.1,N33.8*,N33.8*B65.9,N35.0,N35.1,N35.8,N35.9,N36.0,N36.1,N36.2,N36.3,N36.8,N36.9,N37.0*,N37.0*B37.4,N37.8*,N39.8,N39.9,R39.2,T19.8,T19.9,Z90.5,Z90.6;blåsdivertikel./hydronefros./hypertrofisk njure./obstruktion i blåshalsen./njursvikt./uretrakarunkel./uretrastriktur./reflux i uretär./uremi;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Annan sjukdom i urinvägarna;hypertrofinen munuainen./munuaisaltaan laajentuminen./munuaisten vajaatoiminta./uremia./vesimunuainen./virtsamyrkytys./virtsanjohtimen takaisinvirtaus./virtsaputken kurouma./virtsaputken lihake./virtsarakon divertikkeli./virtsarakon kaulan tukkeuma;;Andra sjukdomar/diagnoser;;;;;;bladder diverticulum, hydronephrosis, hypertrophic kidney, obstruction bladder neck, renal failure, uraemia, ureteric reflux, urethral caruncle, urethral stricture;Urinary disease other;
W;Raskaus, synnytys ja perhesuunnittelu;Raskaus, synnytys ja perhesuunnittelu;Raskaus, synnytys ja perhesuunnittelu;;0;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2448;04.02.2008;;;;;;;;;;;;;F;Graviditet, förlossning och familjeplanering;;;;;;;;;;;
W01;Raskausepäily;Raskausepäily;Raskausepäily;W;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2449;04.02.2008;;;Z32.0;rädsla för graviditet W02. graviditet bekräftad W78./W79;;;Z32.0;försenad menstruation./symptom tydande på graviditet;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Eventuell graviditet;kuukautiset myöhässä./raskauteen viittaava oire;raskauden pelko W02./ todettu raskaus W78./ ei toivottu raskaus W79;;2;;;;fear of pregnancy W02, pregnancy confirmed W78, pregnancy confirmed (unwanted pregnancy) W79;delayed menstruation, symptoms suggestive of pregnancy;Question of pregnancy;
W02;Pelko raskaudesta;Pelko raskaudesta;Pelko raskaudesta;W;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2450;04.02.2008;;;Z71.1;bekymmer/rädsla för oönskad bekräftad graviditet W79./förlossningsblödning W17;;;Z71.1;bekymmer för möjligheten av en oönskad garviditet;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Graviditetsrädsla;huoli epätoivotun raskauden mahdollisuudesta;huoli/pelko todetusta raskaudesta W79;;2;;;;concern/fear if unwanted pregnancy confirmed W79;concern about possibility of unwanted pregnancy;Fear of pregnancy;
W03;Raskaudenaikainen verenvuoto;Raskaudenaikainen verenvuoto;Raskaudenaikainen verenvuoto;W;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2451;04.02.2008;;;O20.9;förlossningblödning W17;;;O20.0,O20.8,O20.9,O46.8,O46.9,O47.9;;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Blödning under graviditet;;synnytysverenvuoto W17;;2;;;;;threatened abortion;Antepartum bleeding;T
W05;Raskauspahoinvointi/-oksentelu;Raskauspahoinvointi/-oksentelu;Raskauspahoinvointi/-oksentelu;W;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2452;04.02.2008;;;O21.9;;;;O21.0,O21.1,O21.2,O21.8,O21.9;hyperemes./morgonillamående vid bekräftad graviditet;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Uppkastning/illamående under graviditet;aamupahoinvointi varmistetussa raskaudessa;;;2;;;;;hyperemesis gravidarum, morning sickness in confirmed pregnancy;Pregnancy vomiting/nausea;T
W10;Yhdynnänjälkeinen ehkäisy;Yhdynnänjälkeinen ehkäisy;Yhdynnänjälkeinen ehkäisy;W;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2453;04.02.2008;;;Z30.3;;;;Z30.3;morgonen-efter-piller;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Postkoital kontraception;jälkiehkäisy;;;2;;;;;morning after pill;Contraception postcoital;
